Sm_t00012183-RA	dihydrolipoamide dehydrogenase, mitochondrial	1.8.1.4				-	Mito
Sm_t00022465-RA	dihydrolipoamide succinyltransferase, mitochondrial	2.3.1.61				-	Mito
Sm_t00017683-RA	dimethylarginine dimethylaminohydrolase	3.5.3.18		Half coverage; model should be split		-	-
Sm_t00001812-RA	divalent metal cation transporter	-				-	-
Sm_t00012904-RA	DNA (cytosine-5)-methyltransferase	2.1.1.37				-	-
Sm_t00014377-RA	DNA excision repair protein ERCC-6-like protein	3.6.4.12				-	-
Sm_t00002842-RA	DNA ligase 1	6.5.1.1				-	-
Sm_t00008259-RA	DNA ligase 4	6.5.1.1				-	-
Sm_t00000223-RA	DNA mismatch repair protein MLH1	-				-	-
Sm_t00001174-RA	DNA mismatch repair protein MutS family protein	-				-	-
Sm_t00013401-RA	DNA mismatch repair protein MutS family protein	-				-	-
Sm_t00019691-RA	DNA mismatch repair protein MutS family protein	-				-	-
Sm_t00011974-RA	DNA photo-lyase	4.1.99.-		4.1.99.3 or 4.1.99.13?		-	-
Sm_t00013295-RA	DNA polymerase alpha catalytic subunit	2.7.7.7				-	-
Sm_t00000707-RA	DNA polymerase alpha subunit B	-				-	-
Sm_t00007391-RA	DNA polymerase delta catalytic subunit	2.7.7.7,3.1.11.-				-	-
Sm_t00008144-RA	DNA polymerase epsilon catalytic subunit A	2.7.7.7,3.1.11.-				-	-
Sm_t00011080-RA	DNA polymerase epsilon subunit 2	-				-	-
Sm_t00014630-RA	DNA primase large subunit	-				-	-
Sm_t00002212-RA	DNA primase small subunit, partial	2.7.7.102		Models should be merged		-	-
Sm_t00002213-RA	DNA primase small subunit, partial	2.7.7.102		Models should be merged		-	-
Sm_t00008022-RA	DNA replication complex GINS protein PSF3	-				-	-
Sm_t00005869-RA	DNA replication licensing factor	3.6.4.12		Which one?		-	-
Sm_t00008451-RA	DNA replication licensing factor	3.6.4.12		Which one?		-	-
Sm_t00006708-RA	DNA replication licensing factor MCM10	-		No conserved domains?		-	-
Sm_t00017938-RA	DNA replication licensing factor MCM2	3.6.4.12		Half coverage		-	-
Sm_t00002526-RA	DNA replication licensing factor MCM5	3.6.4.12				-	-
Sm_t00002066-RA	DNA replication licensing factor MCM6	3.6.4.12				-	-
Sm_t00001621-RA	DNA replication licensing factor MCM7	3.6.4.12				-	-
Sm_t00016926-RA	DNA topoisomerase 6 subunit B	5.6.2.2				-	-
Sm_t00012415-RA	DNA topoisomerase, type II	5.6.2.2				-	-
Sm_t00007232-RA	DNA topoisomerase, type II	5.6.2.2				-	-
Sm_t00012069-RA	DNA-(apurinic or apyrimidinic site) lyase	4.2.99.18		Triple-check?		-	-
Sm_t00003277-RA	DnaJ domain-containing protein	-				-	-
Sm_t00012173-RA	DnaJ domain-containing protein	-				-	-
Sm_t00018448-RA	DnaJ domain-containing protein	-				-	-
Sm_t00001546-RA	DOMON domain-containing protein	-				-	-
Sm_t00016496-RA	dopamine beta-hydroxylase-related protein	1.14.17.-				-	-
Sm_t00005258-RA	drug/metabolite transporter (DMT) family transporter	-				-	-
Sm_t00000610-RA	drug/metabolite transporter (DMT) family transporter	-				-	-
Sm_t00005111-RA	drug/metabolite transporter (DMT) family transporter	-				-	-
Sm_t00004876-RA	drug/metabolite transporter (DMT) family transporter, chloroplastic	-				Plastid	-
Sm_t00008357-RA	DUF1517 domain-containing protein, chloroplastic	-				Plastid	-
Sm_t00008580-RA	DUF262 and DUF1524 domain-containing protein, chloroplastic	-				Plastid	-
Sm_t00002963-RA	DUF285 domain-containing protein	-				-	-
Sm_t00015486-RA	DUF285 domain-containing protein	-				-	-
Sm_t00016672-RA	DUF285 domain-containing protein	-				-	-
Sm_t00019819-RA	DUF285 domain-containing protein	-				-	-
Sm_t00010345-RA	DUF285 domain-containing protein, partial	-		Models should be merged		-	-
Sm_t00012174-RA	DUF3119 domain-containing protein, chloroplastic	-				Plastid	-
Sm_t00009106-RA	DUF333 domain-containing protein	-				-	-
Sm_t00010191-RA	DUF3593 and DUF2499 domain-containing protein, chloroplastic	-				Plastid	-
Sm_t00008631-RA	DUF393 domain-containing protein	-				-	-
Sm_t00019820-RA	DUF4782 domain-containing protein, mitochondrial	-				-	Mito
Sm_t00008444-RA	DUF839 domain-containing protein	-				-	-
Sm_t00008472-RA	DUF839 domain-containing protein	-				-	-
Sm_t00019835-RA	DUF839 domain-containing protein	-				-	-
Sm_t00002780-RA	dUTP pyrophosphatase	3.6.1.23				-	-
Sm_t00006102-RA	dynamin family protein	-		Model should be split		-	-
Sm_t00009573-RA	E3 ubiquitin-protein ligase, UBR family	2.3.2.27				-	-
Sm_t00000093-RA	EF-hand motif-containing protein	-				-	-
Sm_t00004530-RA	EH domain-containing protein	-				-	-
Sm_t00007641-RA	EH domain-containing protein	-				-	-
Sm_t00004401-RA	elongation of very long chain fatty acids protein	2.3.1.199				-	-
Sm_t00018408-RA	endoplasmic reticulum-Golgi intermediate compartment protein	-		Model should be split		-	-
Sm_t00010558-RA	enoyl-CoA hydratase family protein, mitochondrial	-				-	Mito
Sm_t00000574-RA	enoyl-CoA hydratase, mitochondrial	4.2.1.17		Model should be split	Other half - predicted protein	-	Mito
Sm_t00003317-RA	ethanolamine-phosphate phospho-lyase, mitochondrial	4.2.3.2		Half coverage	Or alanine-glyoxylate aminotransferase? (2.6.1.44)	-	Mito
Sm_t00005338-RA	eukaryotic elongation factor 2 kinase	2.7.11.20				-	-
Sm_t00012787-RA	exported calcium-binding glycoprotein-related protein	-		Check!		-	-
Sm_t00013925-RA	exportin-2	-				-	-
Sm_t00014355-RA	extracellular metalloproteinase	3.4.24.-				-	-
Sm_t00003332-RA	extradiol ring-cleavage dioxygenase, class III	1.13.-.-		1.13.11.- something?	4,5-DOPA extradiol dioxygenase?	-	-
Sm_t00008602-RA	FAD-dependent oxidoreductase	1.-.-.-				-	-
Sm_t00009483-RA	FAD-dependent oxidoreductase	1.-.-.-		Model should be split		-	-
Sm_t00015455-RA	FAD-dependent oxidoreductase	1.-.-.-				-	-
Sm_t00011566-RA	Fanconi anemia group D2 protein	-				-	-
Sm_t00017678-RA	farnesyl pyrophosphate synthase	2.5.1.1,2.5.1.10		Half (1/3?) coverage		-	-
Sm_t00022508-RA	fatty acid desaturase	1.14.19.-		cytochrome b5 domain?		-	-
Sm_t00003662-RA	ferredoxin--NADP reductase	1.18.1.2				-	-
Sm_t00007552-RA	ferredoxin--NADP+ reductase, chloroplastic	1.18.1.2				Plastid	-
Sm_t00004390-RA	ferredoxin-dependent glutamate synthase	1.4.7.1		Triple-check designation		-	-
Sm_t00004385-RA	ferredoxin, chloroplastic	-				Plastid	-
Sm_t00014946-RA	FH2 domain-containing protein	-				-	-
Sm_t00013979-RA	FHA domain-containing CAMK family serine/threonine-protein kinase	2.7.11.1				-	-
Sm_t00011920-RA	fidgetin-like protein	3.6.4.-				-	-
Sm_t00012118-RA	filamin family protein	-				-	-
Sm_t00010529-RA	flavin monoamine oxidase family protein	1.5.3.-		More specific?		-	-
Sm_t00008826-RA	flavin-containing monooxygenase, chloroplastic	-				Plastid	-
Sm_t00003651-RA	flavin-containing monooxygenase, mitochondrial	-				-	Mito
Sm_t00012696-RA	folate-sensitive fragile site protein Fra10Ac1	-				-	-
Sm_t00020284-RA	formate--tetrahydrofolate ligase	6.3.4.3		Half coverage		-	-
Sm_t00010620-RA	frataxin	1.16.3.1		Half coverage		-	-
Sm_t00012114-RA	fructosamine/ketosamine-3-kinase	2.7.1.171,2.7.1.172		Check ECs		-	-
Sm_t00005862-RA	fructose-bisphosphate aldolase (class II)	4.1.2.13				-	-
Sm_t00016391-RA	fucoxanthin-chlorophyll a-c binding protein	-				-	-
Sm_t00016423-RA	fucoxanthin-chlorophyll a-c binding protein	-				-	-
Sm_t00016979-RA	fucoxanthin-chlorophyll a-c binding protein	-				-	-
Sm_t00016980-RA	fucoxanthin-chlorophyll a-c binding protein	-				-	-
Sm_t00000482-RA	fucoxanthin-chlorophyll a-c binding protein, chloroplastic	-				Plastid	-
Sm_t00001940-RA	fucoxanthin-chlorophyll a-c binding protein, chloroplastic	-				Plastid	-
Sm_t00003779-RA	fucoxanthin-chlorophyll a-c binding protein, chloroplastic	-				Plastid	-
Sm_t00008359-RA	fucoxanthin-chlorophyll a-c binding protein, chloroplastic	-		Check when CDD back up	Slightly weird coverage	Plastid	-
Sm_t00008635-RA	fucoxanthin-chlorophyll a-c binding protein, chloroplastic	-				Plastid	-
Sm_t00008639-RA	fucoxanthin-chlorophyll a-c binding protein, chloroplastic	-				Plastid	-
Sm_t00010519-RA	fucoxanthin-chlorophyll a-c binding protein, chloroplastic	-		Weird coverage		Plastid	-
Sm_t00014101-RA	fucoxanthin-chlorophyll a-c binding protein, chloroplastic	-		Split this model?		Plastid	-
Sm_t00016417-RA	fucoxanthin-chlorophyll a-c binding protein, chloroplastic	-				Plastid	-
Sm_t00011812-RA	FUN14 family protein	-				-	-
Sm_t00007954-RA	galactokinase, chloroplastic	2.7.1.6				Plastid	-
Sm_t00000116-RA	gamma tubulin complex protein	-				-	-
Sm_t00020250-RA	gamma-interferon-inducible lysosomal thiol reductase	1.8.-.-				-	-
Sm_t00007518-RA	gamma-tubulin complex component 3	-				-	-
Sm_t00004842-RA	geranylgeranyl diphosphate synthase	2.5.1.-,2.5.1.1,2.5.1.10,2.5.1.29				-	-
Sm_t00008853-RA	Gfo/Idh/MocA family oxidoreductase	1.-.-.-				-	-
Sm_t00003419-RA	glucokinase	2.7.1.2				-	-
Sm_t00003914-RA	glucose-6-phosphate isomerase	5.3.1.9				-	-
Sm_t00004865-RA	glutamate decarboxylase	4.1.1.15				-	-
Sm_t00001808-RA	glutamate dehydrogenase (NADP+), partial	1.4.1.4		Models should be merged	Check EC/type? Ammonia assim?	-	-
Sm_t00001809-RA	glutamate dehydrogenase (NADP+), partial	1.4.1.4		Models should be merged	Check EC/type? Ammonia assim?	-	-
Sm_t00007540-RA	glutamate synthase [NADPH] small chain	1.4.1.13		Not 1.4.1.14? Check...		-	-
Sm_t00013188-RA	glutamine synthetase (class 1)	6.3.1.2				-	-
Sm_t00018157-RA	glutamine synthetase (class 3), mitochondrial	6.3.1.2				-	Mito
Sm_t00012475-RA	glutaryl-CoA dehydrogenase, mitochondrial	1.3.8.6				-	Mito
Sm_t00006932-RA	glutathione S-transferase	2.5.1.18				-	-
Sm_t00012907-RA	glutathione S-transferase	2.5.1.18				-	-
Sm_t00006628-RA	glutathione S-transferase, mitochondrial	2.5.1.18				-	Mito
Sm_t00000167-RA	glyceraldehyde-3-phosphate dehydrogenase	1.2.1.12				-	-
Sm_t00001027-RA	glyceraldehyde-3-phosphate dehydrogenase	1.2.1.12				-	-
Sm_t00002437-RA	glyceraldehyde-3-phosphate dehydrogenase, chloroplastic	1.2.1.12				-	-
Sm_t00002762-RA	glycerol kinase	2.7.1.30				-	-
Sm_t00010557-RA	glycine cleavage system regulatory protein, mitochondrial	-				-	Mito
Sm_t00004119-RA	glycosyl hydrolase (family 31)	3.2.1.-		3.2.1.20 or 3.2.1.207?		-	-
Sm_t00015591-RA	glycosyltransferase (family 32)	2.4.1.-		Half coverage		-	-
Sm_t00003681-RA	glycosyltransferase (family 92)	2.4.1.-				-	-
Sm_t00018681-RA	glycosyltransferase 64 domain-containing protein	-				-	-
Sm_t00010318-RA	GPI mannosyltransferase 4	2.4.1.-				-	-
Sm_t00006038-RA	GTR/RAG family Ras-related GTP-binding protein	3.6.5.-				-	-
Sm_t00015736-RA	haloacid dehalogenase family hydrolase	3.1.3.-				-	-
Sm_t00013145-RA	haloacid dehalogenase family hydrolase, mitochondrial	3.1.3.-				-	Mito
Sm_t00002682-RA	heat shock factor family protein	-				-	-
Sm_t00004851-RA	heat shock factor family protein	-				-	-
Sm_t00006263-RA	heat shock factor family protein	-				-	-
Sm_t00006933-RA	heat shock factor family protein	-				-	-
Sm_t00009917-RA	heat shock factor family protein	-				-	-
Sm_t00010287-RA	heat shock factor family protein	-				-	-
Sm_t00010522-RA	heat shock factor family protein	-				-	-
Sm_t00012214-RA	heat shock factor family protein	-				-	-
Sm_t00014324-RA	heat shock factor family protein	-				-	-
Sm_t00016326-RA	heat shock factor family protein	-				-	-
Sm_t00017056-RA	heat shock factor family protein	-				-	-
Sm_t00017058-RA	heat shock factor family protein	-				-	-
Sm_t00017059-RA	heat shock factor family protein	-				-	-
Sm_t00017060-RA	heat shock factor family protein	-				-	-
Sm_t00017061-RA	heat shock factor family protein	-				-	-
Sm_t00012653-RA	heat shock factor family protein	-				-	-
Sm_t00015411-RA	heat shock factor family protein	-				-	-
Sm_t00015412-RA	heat shock factor family protein	-				-	-
Sm_t00004381-RA	helicase senataxin-related protein	3.6.4.-				-	-
Sm_t00001991-RA	helicase-associated domain-containing protein	-				-	-
Sm_t00005096-RA	helicase-associated domain-containing protein	-				-	-
Sm_t00017043-RA	helicase-associated domain-containing protein	-				-	-
Sm_t00017051-RA	helicase-associated domain-containing protein	-		Weird coverage; model should be split	Other half - asparagine synthase?	-	-
Sm_t00016638-RA	heme-degrading monooxygenase	1.14.-.-				-	-
Sm_t00001050-RA	heme-degrading protein	-		EC?		-	-
Sm_t00001257-RA	heme-dependent peroxidase	1.11.1.7				-	-
Sm_t00017245-RA	heme-dependent peroxidase	1.11.1.7				-	-
Sm_t00017246-RA	heme-dependent peroxidase	1.11.1.7				-	-
Sm_t00002834-RA	heme-dependent peroxidase	1.11.1.7				-	-
Sm_t00003560-RA	heme-dependent peroxidase	1.11.1.7				-	-
Sm_t00009174-RA	heme-dependent peroxidase	1.11.1.7				-	-
Sm_t00016642-RA	heme-dependent peroxidase	1.11.1.7				-	-
Sm_t00012043-RA	high mobility group protein	-				-	-
Sm_t00018138-RA	histidine triad nucleotide-binding protein	3.9.1.-		More specific?		-	-
Sm_t00007846-RA	histone chaperone, ASF1 family	-				-	-
Sm_t00016969-RA	histone deacetylase	3.5.1.98				-	-
Sm_t00011982-RA	histone H1	-				-	-
Sm_t00012289-RA	histone H1	-		Half coverage		-	-
Sm_t00014508-RA	histone H1	-		Half coverage		-	-
Sm_t00000131-RA	histone H2A	-				-	-
